project_id,snapshot_date,planned_progress,actual_progress,planned_cost,actual_cost,committed_cost,earned_value,forecast_cost
PRJ-0016,2024-11-30,1.0,0.8741,20098070.04,23858080.96,26019203.71,17568163.96,27293767.48
PRJ-0016,2024-12-31,1.0,0.9111,20098070.04,26198914.89,28572076.05,18311178.05,28755529.82
PRJ-0016,2025-01-31,1.0,0.9451,20098070.04,27694137.22,30202739.24,18994554.08,29303067.99
PRJ-0016,2025-02-28,1.0,0.983,20098070.04,29072907.62,31706402.0,19756412.02,29575680.7
PRJ-0016,2025-03-31,1.0,1.0,20098070.04,28555196.26,31141795.09,20098070.04,28555196.26
PRJ-0017,2022-06-30,0.0031,0.0298,102042.86,853401.4,884690.22,968541.43,28598927.42
PRJ-0017,2022-07-31,0.0125,0.0592,406888.21,1724196.09,1787411.44,1922737.3,29105918.06
PRJ-0017,2022-08-31,0.0281,0.0876,910702.42,2771820.17,2873445.26,2844390.84,31629358.01
PRJ-0017,2022-09-30,0.0495,0.1161,1607149.76,3469442.14,3596644.62,3766899.43,29894426.29
PRJ-0017,2022-10-31,0.0766,0.1444,2487471.98,4426758.81,4589060.03,4685460.57,30665367.4
PRJ-0017,2022-11-30,0.1091,0.1718,3540598.52,5412840.54,5611295.14,5576924.1,31502505.7
PRJ-0017,2022-12-31,0.1464,0.2023,4753285.72,6015028.78,6235561.81,6567565.12,29726783.57
PRJ-0017,2023-01-31,0.1883,0.2309,6110283.31,9249390.18,9588506.76,7495917.18,40050036.81
PRJ-0017,2023-02-28,0.234,0.2586,7594526.28,10131044.5,10502485.77,8391977.4,39183616.41
PRJ-0017,2023-03-31,0.2831,0.2891,9187349.4,11668820.77,12096642.56,9385067.39,40355633.84
PRJ-0017,2023-04-30,0.3349,0.3184,10868721.99,12240776.42,12689568.21,10334822.29,38443290.33
PRJ-0017,2023-05-31,0.3887,0.3478,12617499.83,13007707.97,13484618.28,11288519.5,37400584.53
PRJ-0017,2023-06-30,0.444,0.3788,14411691.02,14626202.91,15162453.18,12296399.3,38607193.81
PRJ-0017,2023-07-31,0.5,0.4085,16228732.56,15614300.05,16186777.58,13258611.29,38224259.53
PRJ-0017,2023-08-31,0.556,0.4368,18045774.1,16594373.12,17202783.73,14177157.03,37991487.68
PRJ-0017,2023-09-30,0.6113,0.4665,19839965.29,17713149.65,18362578.72,15142763.37,37966910.2
PRJ-0017,2023-10-31,0.6651,0.4947,21588743.13,19053684.61,19752262.61,16056100.19,38517092.98
PRJ-0017,2023-11-30,0.7169,0.5233,23270115.72,20348871.77,21094936.08,16985952.54,38883471.16
PRJ-0017,2023-12-31,0.766,0.5529,24862938.84,20962778.46,21731350.84,17944289.36,37917280.36
PRJ-0017,2024-01-31,0.8117,0.5831,26347181.81,22822599.49,23659359.74,18927512.41,39136877.09
PRJ-0017,2024-02-29,0.8536,0.6118,27704179.4,22822464.41,23659219.7,19858315.87,37302223.77
PRJ-0017,2024-03-31,0.8909,0.641,28916866.6,24849868.93,25760956.31,20805207.44,38767397.84
PRJ-0017,2024-04-30,0.9234,0.6702,29969993.14,25496641.94,26431442.39,21753456.39,38042523.06
PRJ-0017,2024-05-31,0.9505,0.7009,30850315.36,26811443.68,27794449.59,22750271.66,38251477.22
PRJ-0017,2024-06-30,0.9719,0.7305,31546762.7,29375243.75,30452247.98,23708986.47,40214538.52
PRJ-0017,2024-07-31,0.9875,0.7621,32050576.91,29580753.02,30665291.97,24735454.57,38815387.7
PRJ-0017,2024-08-31,0.9969,0.7912,32355422.26,30446634.6,31562919.95,25680817.33,38480885.09
PRJ-0017,2024-09-30,1.0,0.8203,32457465.12,31703861.58,32866241.48,26625160.81,38648667.28
PRJ-0017,2024-10-31,1.0,0.8516,32457465.12,34904041.53,36183751.77,27641265.44,40985703.53
PRJ-0017,2024-11-30,1.0,0.882,32457465.12,34910155.37,36190089.77,28627918.88,39580074.08
PRJ-0017,2024-12-31,1.0,0.9146,32457465.12,37761977.8,39146470.47,29687003.17,41286015.64
PRJ-0017,2025-01-31,1.0,0.9461,32457465.12,38625596.17,40041752.26,30706695.95,40827868.37
PRJ-0017,2025-02-28,1.0,0.9747,32457465.12,40244044.76,41719539.12,31635127.6,41290166.29
PRJ-0017,2025-03-31,1.0,1.0,32457465.12,42613726.97,44176102.58,32457465.12,42613726.97
PRJ-0018,2021-07-31,0.0019,0.023,119815.9,1251315.91,1418695.67,1451172.51,54300429.75
PRJ-0018,2021-08-31,0.0076,0.046,478351.74,2595588.46,2942782.12,2898633.66,56389448.42
PRJ-0018,2021-09-30,0.017,0.0687,1072878.84,3845767.88,4360189.27,4325973.71,55982789.56
PRJ-0018,2021-10-31,0.0302,0.0917,1898872.49,5033062.53,5706300.01,5772680.3,54904781.01
PRJ-0018,2021-11-30,0.0468,0.1147,2950046.39,6694192.84,7589628.07,7222423.67,58367434.06
PRJ-0018,2021-12-31,0.067,0.137,4218400.45,7768813.38,8807993.07,8628557.59,56698534.1
PRJ-0018,2022-01-31,0.0904,0.1608,5694281.75,8954089.7,10151815.48,10123362.71,55699588.49
PRJ-0018,2022-02-28,0.117,0.185,7366457.93,10651712.05,12076516.86,11652478.28,57564728.27
PRJ-0018,2022-03-31,0.1464,0.2085,9222202.72,12533662.57,14210202.71,13128689.79,60119028.69
PRJ-0018,2022-04-30,0.1786,0.2316,11247392.79,13910131.77,15770792.54,14587574.38,60048685.42
PRJ-0018,2022-05-31,0.2132,0.2544,13426615.22,14065718.15,15947190.62,16020788.45,55288316.81
PRJ-0018,2022-06-30,0.25,0.2775,15743284.8,16801560.64,19048987.57,17473384.8,60551921.05
PRJ-0018,2022-07-31,0.2887,0.3006,18179770.29,18160029.79,20589169.61,18931621.71,60406556.9
PRJ-0018,2022-08-31,0.329,0.3226,20717528.56,18490249.63,20963560.64,20318211.81,57307654.57
PRJ-0018,2022-09-30,0.3706,0.3464,23337245.73,20719752.79,23491288.81,21811373.79,59821444.07
PRJ-0018,2022-10-31,0.4132,0.3689,26018984.18,22502057.02,25511999.37,23228160.63,61004622.46
PRJ-0018,2022-11-30,0.4564,0.393,28742334.25,23772498.27,26952378.64,24746625.75,60494261.26
PRJ-0018,2022-12-31,0.5,0.4132,31486569.61,24020225.44,27233242.54,26022537.39,58127652.13
PRJ-0018,2023-01-31,0.5436,0.4362,34230804.97,26714963.72,30288437.05,27470004.53,61242258.9
PRJ-0018,2023-02-28,0.5868,0.46,36954155.04,28303111.24,32089019.93,28965062.71,61533986.03
PRJ-0018,2023-03-31,0.6294,0.4834,39635893.49,30582483.44,34673287.77,30442460.28,63262790.51
PRJ-0018,2023-04-30,0.671,0.5052,42255610.66,32930945.27,37335886.86,31816295.71,65179335.16
PRJ-0018,2023-05-31,0.7113,0.5293,44793368.93,35388578.23,40122260.14,33329966.14,66862650.1
PRJ-0018,2023-06-30,0.75,0.5515,47229854.41,35578355.38,40337422.46,34730474.44,64510513.11
PRJ-0018,2023-07-31,0.7868,0.574,49546524.0,38516476.94,43668555.93,36145363.13,67104138.8
PRJ-0018,2023-08-31,0.8214,0.5965,51725746.43,39869942.93,45203065.58,37564835.8,66837386.98
PRJ-0018,2023-09-30,0.8536,0.6181,53750936.5,41895979.47,47500110.81,38921479.97,67785740.67
PRJ-0018,2023-10-31,0.883,0.6411,55606681.29,42893446.09,48631001.55,40372964.64,66904548.04
PRJ-0018,2023-11-30,0.9096,0.6649,57278857.47,43149041.15,48920785.77,41873299.42,64891723.68
PRJ-0018,2023-12-31,0.933,0.6891,58754738.77,45844048.85,51976285.75,43392407.58,66531078.41
PRJ-0018,2024-01-31,0.9532,0.7118,60023092.83,49292253.34,55885732.36,44824509.53,69249791.35
PRJ-0018,2024-02-29,0.9698,0.7347,61074266.73,49857300.56,56526361.98,46265525.49,67861992.18
PRJ-0018,2024-03-31,0.983,0.7582,61900260.38,51766744.36,58691218.7,47748907.14,68272021.19
PRJ-0018,2024-04-30,0.9924,0.781,62494787.48,53488228.74,60642973.96,49182967.01,68485532.29
PRJ-0018,2024-05-31,0.9981,0.8049,62853323.32,55355106.1,62759570.41,50689724.02,68769062.57
PRJ-0018,2024-06-30,1.0,0.8278,62973139.22,59484161.58,67440940.69,52128804.04,71858628.98
PRJ-0018,2024-07-31,1.0,0.85,62973139.22,61162204.45,69343443.59,53524731.49,71958810.6
PRJ-0018,2024-08-31,1.0,0.8731,62973139.22,61410768.59,69625256.4,54979323.29,70339695.87
PRJ-0018,2024-09-30,1.0,0.8948,62973139.22,64676492.88,73327813.74,56346363.68,72282957.14
PRJ-0018,2024-10-31,1.0,0.9179,62973139.22,67246690.1,76241808.21,57800572.95,73264588.25
PRJ-0018,2024-11-30,1.0,0.9411,62973139.22,68358695.05,77502558.26,59264955.99,72635869.69
PRJ-0018,2024-12-31,1.0,0.9634,62973139.22,69806588.63,79144126.42,60668775.97,72458030.58
PRJ-0018,2025-01-31,1.0,0.9866,62973139.22,73458428.27,83284447.03,62131315.81,74453723.86
PRJ-0018,2025-02-28,1.0,1.0,62973139.22,72774486.18,82509018.8,62973139.22,72774486.18
PRJ-0019,2022-02-28,0.0027,0.0424,39124.88,877846.28,902331.11,605500.83,20708869.55
PRJ-0019,2022-03-31,0.0109,0.0841,156070.85,2274948.47,2338401.18,1201304.96,27050229.75
PRJ-0019,2022-04-30,0.0245,0.1261,349556.63,3129444.91,3216731.18,1801591.34,24812109.6
PRJ-0019,2022-05-31,0.0432,0.1712,617462.36,4188336.96,4305157.78,2445858.41,24460366.9
PRJ-0019,2022-06-30,0.067,0.2145,956852.79,4616350.04,4745108.98,3063672.63,21523309.02
PRJ-0019,2022-07-31,0.0955,0.2585,1364009.49,6889690.86,7081857.66,3692719.46,26650544.41
PRJ-0019,2022-08-31,0.1284,0.3021,1834471.58,7646192.36,7859459.45,4315061.69,25311091.59
PRJ-0019,2022-09-30,0.1654,0.3476,2363084.57,8927591.79,9176599.59,4965233.5,25683092.27
PRJ-0019,2022-10-31,0.2061,0.3908,2944056.87,10114326.98,10396435.12,5581727.07,25883384.12
PRJ-0019,2022-11-30,0.25,0.4349,3571023.21,11125019.17,11435317.47,6211881.14,25581752.68
PRJ-0019,2022-12-31,0.2966,0.4785,4237114.44,11952638.78,12286020.99,6835303.95,24978055.62
PRJ-0019,2023-01-31,0.3455,0.5238,4935032.71,12844071.71,13202317.71,7482060.45,24520773.95
PRJ-0019,2023-02-28,0.396,0.5685,5657131.48,14372543.54,14773421.58,8120509.96,25281509.13
PRJ-0019,2023-03-31,0.4477,0.613,6395499.29,15273612.31,15699622.9,8756534.22,24915073.83
PRJ-0019,2023-04-30,0.5,0.6571,7142046.43,14760395.13,15172091.09,9385966.12,22463202.19
PRJ-0019,2023-05-31,0.5523,0.7026,7888593.57,16895015.38,17366250.04,10036159.37,24046047.86
PRJ-0019,2023-06-30,0.604,0.7505,8626961.38,18483140.95,18998671.49,10720097.44,24628031.88
PRJ-0019,2023-07-31,0.6545,0.7964,9349060.15,20003976.55,20561926.14,11376351.68,25116897.45
PRJ-0019,2023-08-31,0.7034,0.8411,10046978.42,20987857.87,21573249.82,12013843.74,24953921.27
PRJ-0019,2023-09-30,0.75,0.8863,10713069.64,21126153.34,21715402.61,12659861.05,23836591.47
PRJ-0019,2023-10-31,0.7939,0.931,11340035.99,21492734.44,22092208.37,13299174.8,23084455.93
PRJ-0019,2023-11-30,0.8346,0.9756,11921008.29,23090788.22,23734834.96,13936148.85,23667296.22
PRJ-0019,2023-12-31,0.8716,1.0,12449621.28,25212604.22,25915832.52,14284092.86,25212604.22
PRJ-0020,2021-09-30,0.0031,0.028,41169.75,400980.56,437615.78,366352.84,14332894.74
PRJ-0020,2021-10-31,0.0125,0.0573,164161.25,795655.12,868349.43,750518.42,13882691.17
PRJ-0020,2021-11-30,0.0281,0.0856,367427.83,1252659.14,1367107.2,1121284.46,14629425.31
PRJ-0020,2021-12-31,0.0495,0.1131,648413.28,1635768.23,1785218.71,1481307.16,14460616.26
PRJ-0020,2022-01-31,0.0766,0.1411,1003584.06,2089105.82,2279975.07,1847874.86,14804646.34
PRJ-0020,2022-02-28,0.1091,0.1692,1428473.67,2467205.28,2692619.24,2215764.7,14581150.79
PRJ-0020,2022-03-31,0.1464,0.1967,1917738.89,2997650.27,3271527.86,2575533.15,15241368.87
PRJ-0020,2022-04-30,0.1883,0.2251,2465226.93,3691478.21,4028746.76,2947739.07,16399153.36
PRJ-0020,2022-05-31,0.234,0.2523,3064052.8,3943484.15,4303776.98,3303888.5,15630212.12
PRJ-0020,2022-06-30,0.2831,0.2813,3706685.93,4336265.39,4732444.32,3683860.9,15414263.75
PRJ-0020,2022-07-31,0.3349,0.3083,4385044.82,4726453.41,5158281.52,4037554.58,15329469.65
PRJ-0020,2022-08-31,0.3887,0.3352,5090598.72,5214574.03,5690998.83,4389232.75,15557520.49
PRJ-0020,2022-09-30,0.444,0.3627,5814474.88,5671723.72,6189915.59,4749097.53,15639185.6
PRJ-0020,2022-10-31,0.5,0.3895,6547570.14,6223789.29,6792420.14,5100048.41,15980513.79
PRJ-0020,2022-11-30,0.556,0.4154,7280665.4,6475385.71,7067003.43,5439303.98,15589510.08
PRJ-0020,2022-12-31,0.6113,0.4427,8004541.56,7244907.1,7906831.44,5797520.22,16364423.26
PRJ-0020,2023-01-31,0.6651,0.4704,8710095.46,7287782.44,7953624.05,6160567.8,15491191.16
PRJ-0020,2023-02-28,0.7169,0.4983,9388454.35,7876770.44,8596424.4,6525099.13,15807792.62
PRJ-0020,2023-03-31,0.766,0.5256,10031087.48,7956781.84,8683745.97,6883364.39,15137245.17
PRJ-0020,2023-04-30,0.8117,0.5519,10629913.35,9200995.66,10041636.25,7226931.31,16672128.7
PRJ-0020,2023-05-31,0.8536,0.5767,11177401.39,8956368.11,9774658.53,7551675.82,15530976.12
PRJ-0020,2023-06-30,0.8909,0.6049,11666666.61,10183092.9,11113461.91,7921231.68,16834380.74
PRJ-0020,2023-07-31,0.9234,0.6303,12091556.22,10487499.28,11445680.1,8254236.62,16638155.72
PRJ-0020,2023-08-31,0.9505,0.6577,12446727.0,11306778.63,12339812.16,8613093.91,17190553.57
PRJ-0020,2023-09-30,0.9719,0.6816,12727712.45,10692095.49,11668969.06,8925652.33,15686751.53
PRJ-0020,2023-10-31,0.9875,0.7078,12930979.03,11689358.01,12757345.55,9268656.9,16515206.52
PRJ-0020,2023-11-30,0.9969,0.7333,13053970.53,12172922.49,13285090.46,9602871.71,16599839.34
PRJ-0020,2023-12-31,1.0,0.7573,13095140.28,13128331.05,14327789.06,9917189.92,17335287.32
PRJ-0020,2024-01-31,1.0,0.7829,13095140.28,14259123.36,15561895.18,10252699.36,18212298.46
PRJ-0020,2024-02-29,1.0,0.808,13095140.28,14017214.51,15297884.55,10580959.63,17347896.29
PRJ-0020,2024-03-31,1.0,0.833,13095140.28,14640274.03,15977869.33,10907688.22,17576267.15
PRJ-0020,2024-04-30,1.0,0.857,13095140.28,15755642.43,17195142.35,11223161.57,18383620.91
PRJ-0020,2024-05-31,1.0,0.8822,13095140.28,15619258.82,17046298.18,11553109.4,17704011.82
PRJ-0020,2024-06-30,1.0,0.9057,13095140.28,15967864.74,17426754.16,11860201.19,17630512.79
PRJ-0020,2024-07-31,1.0,0.9302,13095140.28,16738979.35,18268320.95,12180921.31,17995295.84
PRJ-0020,2024-08-31,1.0,0.9526,13095140.28,16674203.1,18197626.48,12473988.14,17504508.28
PRJ-0020,2024-09-30,1.0,0.9758,13095140.28,17465068.93,19060749.05,12778487.7,17897855.61
PRJ-0020,2024-10-31,1.0,0.9994,13095140.28,18210677.64,19874479.62,13087417.9,18221423.05
PRJ-0020,2024-11-30,1.0,1.0,13095140.28,17845202.25,19475612.9,13095140.28,17845202.25
