project_id,work_package_id,work_package_name,budget,actual_cost,planned_progress,actual_progress
PRJ-0016,WP-035,Painting (2),184164.72,177384.26,1.0,0.9209
PRJ-0016,WP-036,Landscaping (2),166289.84,159253.42,1.0,0.9762
PRJ-0016,WP-037,Utilities Connection (2),401097.63,402841.63,1.0,0.9988
PRJ-0016,WP-038,Commissioning (2),75036.21,76813.05,1.0,1.0
PRJ-0016,WP-039,Final Cleaning (2),1161797.48,1167320.17,1.0,1.0
PRJ-0016,WP-040,Demolition (2),239317.03,237739.85,1.0,1.0
PRJ-0016,WP-041,Site Preparation (3),102648.31,110142.81,1.0,1.0
PRJ-0016,WP-042,Earthworks (3),84703.8,93406.39,1.0,1.0
PRJ-0016,WP-043,Foundations (3),80650.68,92705.1,1.0,0.9578
PRJ-0016,WP-044,Structure (3),838253.89,976544.79,1.0,1.0
PRJ-0016,WP-045,Masonry (3),456686.03,478301.28,1.0,1.0
PRJ-0016,WP-046,Roofing (3),702940.67,771893.18,1.0,1.0
PRJ-0016,WP-047,Waterproofing (3),11626.59,11232.28,1.0,1.0
PRJ-0016,WP-048,Facade (3),501920.08,506382.29,1.0,1.0
PRJ-0016,WP-049,Electrical (3),959102.49,1047212.0,1.0,0.9462
PRJ-0016,WP-050,Plumbing (3),319811.92,309826.83,1.0,0.9816
PRJ-0016,WP-051,HVAC (3),436484.21,425842.6,1.0,1.0
PRJ-0016,WP-052,Fire Safety Systems (3),317148.98,333088.75,1.0,0.97
PRJ-0016,WP-053,Elevators (3),55142.67,57274.69,1.0,1.0
PRJ-0016,WP-054,Interior Finishes (3),195126.48,188010.42,1.0,0.9986
PRJ-0017,WP-001,Site Preparation,21335.67,22124.22,1.0,1.0
PRJ-0017,WP-002,Earthworks,373882.63,347870.59,1.0,0.932
PRJ-0017,WP-003,Foundations,381674.2,410864.73,1.0,0.9892
PRJ-0017,WP-004,Structure,255633.42,245596.36,1.0,1.0
PRJ-0017,WP-005,Masonry,1026012.46,967042.27,1.0,1.0
PRJ-0017,WP-006,Roofing,353437.93,325561.28,1.0,0.9788
PRJ-0017,WP-007,Waterproofing,296898.24,252703.86,1.0,1.0
PRJ-0017,WP-008,Facade,36536.28,31524.07,1.0,1.0
PRJ-0017,WP-009,Electrical,163823.68,152603.98,1.0,1.0
PRJ-0017,WP-010,Plumbing,2598176.21,2231094.18,1.0,0.8775
PRJ-0017,WP-011,HVAC,10443.84,9591.32,1.0,0.9888
PRJ-0017,WP-012,Fire Safety Systems,312691.27,277466.87,1.0,0.9599
PRJ-0017,WP-013,Elevators,313393.13,264542.34,1.0,0.9631
PRJ-0017,WP-014,Interior Finishes,350901.62,330944.24,1.0,0.9668
PRJ-0017,WP-015,Painting,367771.04,307651.02,1.0,0.8957
PRJ-0017,WP-016,Landscaping,569600.27,459363.9,1.0,1.0
PRJ-0017,WP-017,Utilities Connection,404757.22,384810.01,1.0,1.0
PRJ-0017,WP-018,Commissioning,4186.86,3780.69,1.0,1.0
PRJ-0017,WP-019,Final Cleaning,10991.91,9370.14,1.0,1.0
PRJ-0017,WP-020,Demolition,3126.55,3216.44,1.0,1.0
PRJ-0017,WP-021,Site Preparation (2),1095642.38,1142368.15,1.0,0.9741
PRJ-0017,WP-022,Earthworks (2),25429.62,19913.59,1.0,1.0
PRJ-0017,WP-023,Foundations (2),43958.75,37386.6,1.0,1.0
PRJ-0017,WP-024,Structure (2),466836.97,412013.37,1.0,0.9739
PRJ-0017,WP-025,Masonry (2),437524.05,420561.0,1.0,0.9725
PRJ-0017,WP-026,Roofing (2),388515.58,442201.39,1.0,0.9959
PRJ-0017,WP-027,Waterproofing (2),43885.15,39316.08,1.0,0.969
PRJ-0017,WP-028,Facade (2),230269.66,211923.22,1.0,1.0
PRJ-0017,WP-029,Electrical (2),892972.72,764655.88,1.0,0.9401
PRJ-0017,WP-030,Plumbing (2),121474.95,117543.85,1.0,1.0
PRJ-0017,WP-031,HVAC (2),13008.86,11369.93,1.0,1.0
PRJ-0017,WP-032,Fire Safety Systems (2),37811.49,31476.53,1.0,1.0
PRJ-0017,WP-033,Elevators (2),168718.27,157151.24,1.0,1.0
PRJ-0017,WP-034,Interior Finishes (2),154619.07,151080.09,1.0,1.0
PRJ-0017,WP-035,Painting (2),450357.17,397350.08,1.0,1.0
PRJ-0017,WP-036,Landscaping (2),329826.58,280412.37,1.0,0.9322
PRJ-0017,WP-037,Utilities Connection (2),607841.14,601200.69,1.0,1.0
PRJ-0017,WP-038,Commissioning (2),905623.82,805225.63,1.0,1.0
PRJ-0017,WP-039,Final Cleaning (2),858597.72,840864.12,1.0,1.0
PRJ-0017,WP-040,Demolition (2),310849.04,288952.62,1.0,0.986
PRJ-0017,WP-041,Site Preparation (3),33716.88,31106.48,1.0,0.9847
PRJ-0017,WP-042,Earthworks (3),937877.56,825633.66,1.0,0.9803
PRJ-0017,WP-043,Foundations (3),337286.45,342704.9,1.0,0.9866
PRJ-0017,WP-044,Structure (3),56117.83,49505.97,1.0,0.9299
PRJ-0017,WP-045,Masonry (3),240372.7,210194.61,1.0,1.0
PRJ-0017,WP-046,Roofing (3),238721.96,196411.05,1.0,1.0
PRJ-0017,WP-047,Waterproofing (3),97531.95,102379.23,1.0,1.0
PRJ-0017,WP-048,Facade (3),401739.38,342080.7,1.0,0.9652
PRJ-0017,WP-049,Electrical (3),47130.08,43190.62,1.0,1.0
PRJ-0017,WP-050,Plumbing (3),117313.71,94607.33,1.0,0.9872
PRJ-0017,WP-051,HVAC (3),1126709.49,964379.2,1.0,1.0
PRJ-0017,WP-052,Fire Safety Systems (3),583874.81,524604.98,1.0,1.0
PRJ-0017,WP-053,Elevators (3),653710.62,634355.21,1.0,1.0
PRJ-0017,WP-054,Interior Finishes (3),894392.02,813675.01,1.0,0.9247
PRJ-0017,WP-055,Painting (3),100725.46,84244.51,1.0,1.0
PRJ-0017,WP-056,Landscaping (3),116719.91,106134.47,1.0,0.9869
PRJ-0017,WP-057,Utilities Connection (3),38941.81,35497.05,1.0,1.0
PRJ-0017,WP-058,Commissioning (3),626306.03,568719.05,1.0,0.9666
PRJ-0017,WP-059,Final Cleaning (3),686146.16,649969.28,1.0,0.9994
PRJ-0017,WP-060,Demolition (3),7380.84,7219.0,1.0,1.0
PRJ-0017,WP-061,Site Preparation (4),974427.45,942765.22,1.0,0.9523
PRJ-0017,WP-062,Earthworks (4),124547.11,92088.2,1.0,1.0
PRJ-0017,WP-063,Foundations (4),1976351.59,1782839.78,1.0,1.0
PRJ-0017,WP-064,Structure (4),55330.55,46941.95,1.0,0.9962
PRJ-0017,WP-065,Masonry (4),1038130.15,927194.82,1.0,0.9869
PRJ-0017,WP-066,Roofing (4),239797.3,200251.72,1.0,1.0
PRJ-0017,WP-067,Waterproofing (4),384607.0,314741.03,1.0,1.0
PRJ-0017,WP-068,Facade (4),104194.98,82014.22,1.0,0.9962
PRJ-0017,WP-069,Electrical (4),605792.2,480489.95,1.0,0.9768
PRJ-0017,WP-070,Plumbing (4),600539.13,604632.18,1.0,1.0
PRJ-0017,WP-071,HVAC (4),2335172.39,2030839.16,1.0,1.0
PRJ-0017,WP-072,Fire Safety Systems (4),837458.42,783999.85,1.0,0.9577
PRJ-0017,WP-073,Elevators (4),169205.32,163167.22,1.0,1.0
PRJ-0017,WP-074,Interior Finishes (4),55235.61,50907.94,1.0,0.903
PRJ-0017,WP-075,Painting (4),174922.8,141922.15,1.0,0.979
PRJ-0018,WP-001,Site Preparation,471557.31,409713.79,1.0,0.9837
PRJ-0018,WP-002,Earthworks,3247415.18,2662033.36,1.0,1.0
PRJ-0018,WP-003,Foundations,1557646.39,1507703.48,1.0,1.0
PRJ-0018,WP-004,Structure,97564.89,84979.6,1.0,1.0
PRJ-0018,WP-005,Masonry,1101912.83,968316.95,1.0,1.0
PRJ-0018,WP-006,Roofing,19031.3,19211.3,1.0,0.9553
PRJ-0018,WP-007,Waterproofing,387715.7,324090.62,1.0,1.0
PRJ-0018,WP-008,Facade,1745298.24,1496192.98,1.0,0.9654
PRJ-0018,WP-009,Electrical,1604466.87,1397687.98,1.0,0.9553
PRJ-0018,WP-010,Plumbing,1799743.24,1454812.24,1.0,1.0
PRJ-0018,WP-011,HVAC,1985426.3,1625576.7,1.0,0.9923
PRJ-0018,WP-012,Fire Safety Systems,3864722.2,3145970.11,1.0,0.9188
PRJ-0018,WP-013,Elevators,2579663.44,2264712.29,1.0,1.0
PRJ-0018,WP-014,Interior Finishes,273787.22,245407.63,1.0,1.0
PRJ-0018,WP-015,Painting,2937174.14,2522231.22,1.0,1.0
PRJ-0018,WP-016,Landscaping,502125.07,423079.87,1.0,1.0
PRJ-0018,WP-017,Utilities Connection,1033305.68,855762.51,1.0,0.9323
PRJ-0018,WP-018,Commissioning,619750.93,575485.77,1.0,0.9307
PRJ-0018,WP-019,Final Cleaning,2947191.31,2495507.33,1.0,1.0
PRJ-0018,WP-020,Demolition,1719147.58,1377594.61,1.0,1.0
PRJ-0018,WP-021,Site Preparation (2),668597.26,615325.69,1.0,1.0
PRJ-0018,WP-022,Earthworks (2),67278.24,68159.06,1.0,0.9796
PRJ-0018,WP-023,Foundations (2),1918133.11,2020485.9,1.0,1.0
PRJ-0018,WP-024,Structure (2),333747.83,299388.02,1.0,0.9934
PRJ-0018,WP-025,Masonry (2),2277700.76,2143548.95,1.0,0.9666
PRJ-0018,WP-026,Roofing (2),4739500.03,3974356.79,1.0,0.9282
PRJ-0018,WP-027,Waterproofing (2),3129438.0,2657548.48,1.0,0.9594
PRJ-0018,WP-028,Facade (2),1384294.34,1380662.51,1.0,1.0
PRJ-0018,WP-029,Electrical (2),389407.94,313168.57,1.0,0.973
PRJ-0018,WP-030,Plumbing (2),772416.14,706584.56,1.0,0.9875
PRJ-0018,WP-031,HVAC (2),3520541.62,3283151.75,1.0,0.9683
PRJ-0018,WP-032,Fire Safety Systems (2),1262803.55,1076452.8,1.0,1.0
PRJ-0018,WP-033,Elevators (2),387959.13,349911.84,1.0,1.0
PRJ-0018,WP-034,Interior Finishes (2),465122.01,399129.17,1.0,0.9164
PRJ-0018,WP-035,Painting (2),1280522.22,1128058.54,1.0,0.9925
PRJ-0018,WP-036,Landscaping (2),2004189.82,1597888.68,1.0,1.0
PRJ-0018,WP-037,Utilities Connection (2),205402.27,175970.4,1.0,1.0
PRJ-0018,WP-038,Commissioning (2),1962458.76,1743784.83,1.0,1.0
PRJ-0018,WP-039,Final Cleaning (2),2035969.43,1777925.42,1.0,1.0
PRJ-0018,WP-040,Demolition (2),676961.94,549008.16,1.0,1.0
PRJ-0018,WP-041,Site Preparation (3),1758930.96,1631988.86,1.0,0.979
PRJ-0018,WP-042,Earthworks (3),752951.42,628879.14,1.0,1.0
PRJ-0018,WP-043,Foundations (3),484166.6,421094.29,1.0,0.9844
PRJ-0019,WP-001,Site Preparation,30757.7,40277.47,0.8716,1.0
PRJ-0019,WP-002,Earthworks,74159.85,100126.77,0.8716,1.0
PRJ-0019,WP-003,Foundations,232455.64,369876.95,0.8716,0.9498
PRJ-0019,WP-004,Structure,249890.86,364134.95,0.8716,0.9963
PRJ-0019,WP-005,Masonry,162949.92,221548.59,0.8716,0.963
PRJ-0019,WP-006,Roofing,162732.12,249387.97,0.8716,0.9672
PRJ-0019,WP-007,Waterproofing,519068.31,872308.65,0.8716,0.9856
PRJ-0019,WP-008,Facade,352432.14,484693.83,0.8716,1.0
PRJ-0019,WP-009,Electrical,288635.18,387354.13,0.8716,1.0
PRJ-0019,WP-010,Plumbing,927081.51,1163526.93,0.8716,1.0
PRJ-0019,WP-011,HVAC,425623.11,559315.16,0.8716,1.0
PRJ-0019,WP-012,Fire Safety Systems,143506.2,200950.64,0.8716,1.0
PRJ-0019,WP-013,Elevators,129073.59,145760.17,0.8716,0.9965
PRJ-0019,WP-014,Interior Finishes,310605.62,496773.04,0.8716,1.0
PRJ-0019,WP-015,Painting,737020.89,919193.64,0.8716,1.0
PRJ-0019,WP-016,Landscaping,46907.48,80662.45,0.8716,1.0
PRJ-0019,WP-017,Utilities Connection,139297.2,185682.99,0.8716,0.9845
PRJ-0019,WP-018,Commissioning,2998.62,3626.6,0.8716,0.8988
PRJ-0019,WP-019,Final Cleaning,168742.31,227800.92,0.8716,0.973
PRJ-0019,WP-020,Demolition,90872.38,106762.05,0.8716,1.0
PRJ-0019,WP-021,Site Preparation (2),47962.3,72382.45,0.8716,1.0
PRJ-0019,WP-022,Earthworks (2),16934.86,31649.62,0.8716,1.0
PRJ-0019,WP-023,Foundations (2),370765.01,587832.5,0.8716,0.9769
PRJ-0019,WP-024,Structure (2),162310.23,227790.55,0.8716,1.0
PRJ-0019,WP-025,Masonry (2),342482.23,377154.56,0.8716,0.911
PRJ-0019,WP-026,Roofing (2),47638.39,62069.56,0.8716,1.0
PRJ-0019,WP-027,Waterproofing (2),46832.58,68272.91,0.8716,0.9683
PRJ-0019,WP-028,Facade (2),2121.6,2826.27,0.8716,1.0
PRJ-0019,WP-029,Electrical (2),76453.2,97466.66,0.8716,0.9821
PRJ-0019,WP-030,Plumbing (2),471446.7,706189.03,0.8716,1.0
PRJ-0019,WP-031,HVAC (2),50177.85,74911.31,0.8716,0.9042
PRJ-0019,WP-032,Fire Safety Systems (2),65870.62,107015.5,0.8716,0.9712
PRJ-0019,WP-033,Elevators (2),14750.73,17329.41,0.8716,0.9406
PRJ-0019,WP-034,Interior Finishes (2),609291.99,713833.48,0.8716,1.0
PRJ-0019,WP-035,Painting (2),46477.17,61984.91,0.8716,0.8725
PRJ-0019,WP-036,Landscaping (2),112206.14,176128.16,0.8716,0.9683
PRJ-0019,WP-037,Utilities Connection (2),203640.25,234001.51,0.8716,0.9715
PRJ-0019,WP-038,Commissioning (2),37872.45,56529.32,0.8716,1.0
PRJ-0019,WP-039,Final Cleaning (2),712247.49,1150579.53,0.8716,0.9988
PRJ-0019,WP-040,Demolition (2),31110.57,46578.9,0.8716,1.0
PRJ-0019,WP-041,Site Preparation (3),21336.34,32407.05,0.8716,1.0
PRJ-0019,WP-042,Earthworks (3),64973.91,101429.44,0.8716,1.0
PRJ-0019,WP-043,Foundations (3),39045.0,50588.16,0.8716,1.0
PRJ-0019,WP-044,Structure (3),21369.56,28947.11,0.8716,1.0
PRJ-0019,WP-045,Masonry (3),98553.62,128797.08,0.8716,0.9914
PRJ-0019,WP-046,Roofing (3),192048.17,283323.3,0.8716,0.9917
PRJ-0019,WP-047,Waterproofing (3),51451.9,71705.1,0.8716,0.9901
PRJ-0019,WP-048,Facade (3),105761.35,143329.1,0.8716,0.9295
PRJ-0019,WP-049,Electrical (3),425124.07,654450.4,0.8716,1.0
PRJ-0019,WP-050,Plumbing (3),150880.3,273451.63,0.8716,1.0
PRJ-0019,WP-051,HVAC (3),56454.45,82165.51,0.8716,1.0
PRJ-0019,WP-052,Fire Safety Systems (3),122925.22,148121.77,0.8716,0.9836
PRJ-0019,WP-053,Elevators (3),20409.85,28589.29,0.8716,1.0
PRJ-0019,WP-054,Interior Finishes (3),398174.6,477625.45,0.8716,1.0
PRJ-0019,WP-055,Painting (3),95836.91,116401.43,0.8716,0.9456
PRJ-0019,WP-056,Landscaping (3),30304.23,40501.79,0.8716,0.9615
PRJ-0019,WP-057,Utilities Connection (3),113751.36,176979.53,0.8716,1.0
PRJ-0019,WP-058,Commissioning (3),142464.41,203902.66,0.8716,0.9917
PRJ-0019,WP-059,Final Cleaning (3),211805.11,306168.36,0.8716,0.9373
PRJ-0019,WP-060,Demolition (3),71590.33,82521.15,0.8716,1.0
PRJ-0019,WP-061,Site Preparation (4),71604.02,116161.04,0.8716,1.0
PRJ-0019,WP-062,Earthworks (4),143378.32,167987.3,0.8716,1.0
PRJ-0019,WP-063,Foundations (4),19200.05,27814.15,0.8716,0.9753
PRJ-0019,WP-064,Structure (4),443306.58,676566.68,0.8716,0.9629
PRJ-0019,WP-065,Masonry (4),71028.46,104619.03,0.8716,0.9266
PRJ-0019,WP-066,Roofing (4),18741.45,26916.65,0.8716,1.0
PRJ-0019,WP-067,Waterproofing (4),393475.82,563173.53,0.8716,1.0
PRJ-0019,WP-068,Facade (4),370305.95,429813.45,0.8716,1.0
PRJ-0019,WP-069,Electrical (4),1278359.58,1759949.36,0.8716,1.0
PRJ-0019,WP-070,Plumbing (4),377028.95,524770.81,0.8716,0.9756
PRJ-0020,WP-001,Site Preparation,77505.03,96322.68,1.0,1.0
PRJ-0020,WP-002,Earthworks,13811.73,14458.88,1.0,0.9548
PRJ-0020,WP-003,Foundations,298672.44,375789.03,1.0,0.964
PRJ-0020,WP-004,Structure,80919.2,96170.37,1.0,0.9392
PRJ-0020,WP-005,Masonry,22848.17,28531.12,1.0,0.9885
PRJ-0020,WP-006,Roofing,9281.89,9549.84,1.0,0.9644
PRJ-0020,WP-007,Waterproofing,150573.05,158673.1,1.0,0.9836
PRJ-0020,WP-008,Facade,328745.58,341608.51,1.0,0.9607
PRJ-0020,WP-009,Electrical,331200.54,353907.24,1.0,1.0
PRJ-0020,WP-010,Plumbing,171014.16,167276.17,1.0,1.0
PRJ-0020,WP-011,HVAC,826136.29,884664.62,1.0,0.9265
PRJ-0020,WP-012,Fire Safety Systems,180969.72,207691.09,1.0,0.96
PRJ-0020,WP-013,Elevators,34738.65,40985.48,1.0,1.0
PRJ-0020,WP-014,Interior Finishes,428860.87,459842.12,1.0,1.0
PRJ-0020,WP-015,Painting,111270.54,109704.38,1.0,1.0
PRJ-0020,WP-016,Landscaping,238856.0,293027.18,1.0,1.0
PRJ-0020,WP-017,Utilities Connection,439234.73,457483.35,1.0,1.0
PRJ-0020,WP-018,Commissioning,162594.45,180454.92,1.0,0.9928
PRJ-0020,WP-019,Final Cleaning,42082.9,42096.69,1.0,1.0
PRJ-0020,WP-020,Demolition,63330.55,80625.74,1.0,0.9094
PRJ-0020,WP-021,Site Preparation (2),69839.43,65847.57,1.0,0.9143
PRJ-0020,WP-022,Earthworks (2),5125.05,5694.6,1.0,1.0
PRJ-0020,WP-023,Foundations (2),175670.44,227495.78,1.0,0.9459
PRJ-0020,WP-024,Structure (2),53063.67,65219.12,1.0,1.0
PRJ-0020,WP-025,Masonry (2),191847.13,178493.5,1.0,0.9633
PRJ-0020,WP-026,Roofing (2),433713.5,451916.46,1.0,1.0
PRJ-0020,WP-027,Waterproofing (2),118263.33,132746.33,1.0,0.9187
PRJ-0020,WP-028,Facade (2),500.0,455.39,1.0,0.9092
PRJ-0020,WP-029,Electrical (2),182908.12,196605.83,1.0,0.9676
PRJ-0020,WP-030,Plumbing (2),42049.13,42302.71,1.0,1.0
PRJ-0020,WP-031,HVAC (2),9947.63,11912.54,1.0,0.9605
PRJ-0020,WP-032,Fire Safety Systems (2),107321.2,135961.74,1.0,1.0
PRJ-0020,WP-033,Elevators (2),42225.22,43520.8,1.0,0.9779
PRJ-0020,WP-034,Interior Finishes (2),96520.59,107991.89,1.0,1.0
PRJ-0020,WP-035,Painting (2),340811.95,344860.73,1.0,1.0
PRJ-0020,WP-036,Landscaping (2),125907.22,171536.4,1.0,1.0
PRJ-0020,WP-037,Utilities Connection (2),158521.29,169819.29,1.0,0.9374
PRJ-0020,WP-038,Commissioning (2),68503.68,82549.59,1.0,0.9891
PRJ-0020,WP-039,Final Cleaning (2),298419.35,370246.87,1.0,0.9601
PRJ-0020,WP-040,Demolition (2),264291.69,301553.71,1.0,1.0
PRJ-0020,WP-041,Site Preparation (3),58538.83,68321.34,1.0,0.9776
PRJ-0020,WP-042,Earthworks (3),718043.87,721429.19,1.0,0.9118
PRJ-0020,WP-043,Foundations (3),100376.4,107752.77,1.0,1.0
PRJ-0020,WP-044,Structure (3),39342.41,41557.12,1.0,0.9749
PRJ-0020,WP-045,Masonry (3),108177.91,130622.58,1.0,1.0
PRJ-0020,WP-046,Roofing (3),46293.66,54795.71,1.0,0.9441
PRJ-0020,WP-047,Waterproofing (3),148597.44,162405.7,1.0,0.963
PRJ-0020,WP-048,Facade (3),74438.3,74630.48,1.0,0.9867
PRJ-0020,WP-049,Electrical (3),92077.17,91364.66,1.0,1.0
PRJ-0020,WP-050,Plumbing (3),181656.01,205888.27,1.0,1.0
PRJ-0020,WP-051,HVAC (3),472307.69,548370.08,1.0,0.984
PRJ-0020,WP-052,Fire Safety Systems (3),158994.34,166365.43,1.0,1.0
PRJ-0020,WP-053,Elevators (3),392491.95,456669.69,1.0,0.9232
PRJ-0020,WP-054,Interior Finishes (3),224986.7,246731.34,1.0,0.9636
PRJ-0020,WP-055,Painting (3),66375.96,72484.02,1.0,0.979
PRJ-0020,WP-056,Landscaping (3),198798.35,232253.21,1.0,0.9866
PRJ-0020,WP-057,Utilities Connection (3),33585.84,37009.73,1.0,1.0
PRJ-0020,WP-058,Commissioning (3),121553.65,128327.31,1.0,1.0
PRJ-0020,WP-059,Final Cleaning (3),23263.82,25158.9,1.0,0.9664
PRJ-0020,WP-060,Demolition (3),49655.74,55169.55,1.0,1.0
PRJ-0020,WP-061,Site Preparation (4),89387.83,89960.45,1.0,1.0
PRJ-0020,WP-062,Earthworks (4),1442763.22,1734089.76,1.0,1.0
PRJ-0020,WP-063,Foundations (4),170707.62,187656.99,1.0,0.9537
PRJ-0020,WP-064,Structure (4),629616.86,701868.29,1.0,1.0
PRJ-0020,WP-065,Masonry (4),282501.59,297388.03,1.0,0.9394
PRJ-0020,WP-066,Roofing (4),372598.56,456058.56,1.0,0.9384
